order_id,order_time,delivery_time,status,cancellation_reason,order_value,delivery_fee,estimated_delivery_time_min,time_to_assign_courier_min,actual_preparation_time_min,travel_time_min,delivery_distance_km,promotion_used,platform,city_region,user_id,user_segment
7337,2022-11-06 23:35:28,2022-11-06 23:58:52,delivered,,35.9,2.6,28.0,2.4,10.6,10.4,4.34,no,iOS,Baixa,1102,returning
6563,2022-11-06 23:37:42,2022-11-07 00:14:12,delivered,,23.87,2.0,22.0,2.6,18.7,15.2,3.33,no,Android,Parque das Nacoes,7240,returning
6830,2022-11-06 23:38:13,2022-11-07 00:21:55,delivered,,23.59,3.04,35.0,4.3,19.0,20.4,5.06,no,iOS,Alfama,1858,returning
6395,2022-11-06 23:38:58,2022-11-07 00:19:58,delivered,,18.15,2.93,29.0,2.3,15.2,23.5,4.89,no,iOS,Alfama,11239,new
7602,2022-11-06 23:40:04,2022-11-07 00:00:34,delivered,,33.86,1.27,11.0,2.0,13.2,5.3,2.12,no,Android,Parque das Nacoes,8646,returning
7327,2022-11-06 23:40:48,2022-11-06 23:59:30,delivered,,53.89,0.0,26.0,1.0,12.7,5.0,2.28,no,iOS,Alfama,16705,returning
6205,2022-11-06 23:42:00,2022-11-07 00:27:24,delivered,,42.41,5.06,48.0,5.0,19.9,20.5,8.44,no,Android,Parque das Nacoes,17985,returning
6950,2022-11-06 23:42:15,2022-11-07 00:53:51,delivered,,28.49,8.12,84.0,5.1,15.3,51.2,13.53,no,iOS,Baixa,7780,returning
6227,2022-11-06 23:42:43,2022-11-07 00:06:37,delivered,,25.97,0.86,11.0,4.3,8.7,10.9,1.44,no,iOS,Baixa,9938,returning
7504,2022-11-06 23:42:48,2022-11-07 00:01:54,delivered,,31.55,1.69,14.0,3.2,8.4,7.5,2.82,no,iOS,Alfama,13759,returning
7249,2022-11-06 23:44:19,2022-11-07 00:32:43,delivered,,17.05,3.47,41.0,2.9,18.2,27.3,5.78,no,iOS,Parque das Nacoes,18316,returning
6833,2022-11-06 23:44:20,2022-11-07 00:23:08,delivered,,30.62,3.7,31.0,2.7,14.8,21.3,6.16,no,iOS,Alfama,17310,returning
6118,2022-11-06 23:44:56,2022-11-07 00:11:32,delivered,,25.48,1.3,12.0,2.7,7.8,16.1,2.17,no,Android,Alfama,1766,returning
7506,2022-11-06 23:45:03,2022-11-07 00:17:51,delivered,,39.26,1.18,12.0,3.1,19.8,9.9,1.97,no,Android,Parque das Nacoes,6640,returning
6486,2022-11-06 23:45:37,2022-11-07 00:01:37,delivered,,12.7,1.78,22.0,1.9,5.4,8.7,2.97,no,Android,Baixa,8431,returning
6985,2022-11-06 23:47:04,2022-11-07 00:08:22,delivered,,13.57,0.52,8.0,2.4,13.9,5.0,0.87,no,Android,Alfama,12415,new
6949,2022-11-06 23:47:10,2022-11-07 00:28:10,delivered,,20.64,4.24,40.0,2.7,11.6,26.7,7.06,yes,iOS,Belem,14186,returning
7596,2022-11-06 23:47:18,2022-11-07 00:36:24,delivered,,24.77,4.09,44.0,4.2,22.1,22.8,6.82,no,Android,Parque das Nacoes,7439,returning
6641,2022-11-06 23:47:58,2022-11-07 00:23:34,delivered,,28.84,1.79,20.0,4.7,10.3,20.6,2.98,no,Android,Parque das Nacoes,5264,returning
6081,2022-11-06 23:48:37,2022-11-07 00:28:25,delivered,,23.86,4.13,40.0,3.7,12.5,23.6,6.89,no,Android,Baixa,11781,returning
6107,2022-11-06 23:48:50,2022-11-07 00:24:50,delivered,,10.0,1.99,23.0,4.0,14.3,17.7,3.32,no,iOS,Belem,11131,returning
6521,2022-11-06 23:49:24,2022-11-07 00:14:00,delivered,,16.17,0.74,16.0,4.7,11.9,8.0,1.23,no,Android,Alfama,10300,returning
6625,2022-11-06 23:49:58,2022-11-07 00:27:34,delivered,,28.38,1.76,19.0,1.7,18.9,17.0,2.94,no,Android,Alfama,16633,returning
6678,2022-11-06 23:50:18,2022-11-07 00:28:06,delivered,,27.47,1.27,7.0,2.9,19.0,15.9,2.12,no,Android,Baixa,7272,new
6575,2022-11-06 23:50:33,,cancelled,Cancelled by user,34.24,2.34,26.0,5.3,9.8,12.1,3.9,no,iOS,Belem,10480,new
6541,2022-11-06 23:51:11,2022-11-07 00:21:53,delivered,,21.46,1.58,16.0,2.8,22.8,5.1,2.63,no,iOS,Baixa,7168,new
6669,2022-11-06 23:51:36,2022-11-07 00:33:06,delivered,,37.08,4.28,45.0,2.0,17.8,21.7,7.13,no,Android,Baixa,18533,returning
6648,2022-11-06 23:52:55,2022-11-07 00:25:07,delivered,,27.69,1.49,9.0,3.0,19.0,10.2,2.48,no,iOS,Baixa,9926,returning
6176,2022-11-06 23:55:51,2022-11-07 00:20:57,delivered,,24.97,2.74,36.0,1.9,14.6,8.6,4.56,yes,Android,Alfama,7501,returning
7435,2022-11-06 23:56:48,2022-11-07 00:24:36,delivered,,16.74,0.93,19.0,4.7,18.0,5.1,1.55,no,Android,Alfama,15464,returning
6278,2022-11-06 23:57:38,2022-11-07 00:48:08,delivered,,12.55,3.51,40.0,4.1,23.8,22.6,5.85,no,iOS,Alfama,13197,returning
6274,2022-11-06 23:57:53,2022-11-07 00:23:05,delivered,,27.05,2.1,25.0,2.9,10.7,11.6,3.5,no,Android,Alfama,8670,returning
7452,2022-11-06 23:58:27,2022-11-07 00:16:27,delivered,,20.02,1.18,11.0,3.3,6.6,8.1,1.96,no,Android,Alfama,9976,returning
7010,2022-11-06 23:58:48,2022-11-07 00:29:18,delivered,,28.78,1.66,27.0,4.4,8.1,18.0,2.77,no,iOS,Parque das Nacoes,5106,returning
6492,2022-11-06 23:59:09,2022-11-07 00:35:03,delivered,,26.72,3.51,31.0,2.7,13.4,19.8,5.85,no,Android,Belem,16418,returning
8487,2022-11-07 00:00:43,2022-11-07 00:51:49,delivered,,18.34,5.29,57.0,5.3,8.6,37.2,8.82,yes,Android,Parque das Nacoes,1195,returning
8646,2022-11-07 00:01:20,2022-11-07 00:54:14,delivered,,26.93,3.97,51.0,5.5,17.3,30.1,6.62,no,Android,Alfama,8559,returning
7658,2022-11-07 00:01:34,2022-11-07 00:33:10,delivered,,26.42,0.88,16.0,2.7,19.8,9.1,1.46,no,iOS,Alfama,15120,returning
7739,2022-11-07 00:05:08,2022-11-07 00:39:56,delivered,,23.43,1.91,28.0,4.9,16.5,13.4,3.19,yes,iOS,Parque das Nacoes,13593,new
7786,2022-11-07 00:05:16,2022-11-07 00:38:58,delivered,,14.4,1.19,28.0,5.5,16.9,11.3,1.98,no,iOS,Parque das Nacoes,12648,returning
8203,2022-11-07 00:05:25,2022-11-07 00:40:43,delivered,,19.84,4.65,51.0,3.9,7.3,24.1,7.75,no,iOS,Alfama,6322,returning
7684,2022-11-07 00:05:39,2022-11-07 01:09:03,delivered,,28.47,6.74,76.0,4.7,11.5,47.2,11.23,no,iOS,Belem,15016,returning
8593,2022-11-07 00:05:47,2022-11-07 00:44:29,delivered,,16.49,1.03,19.0,3.3,19.3,16.1,1.72,yes,iOS,Alfama,2998,returning
8573,2022-11-07 00:07:20,,cancelled,Cancelled by user,17.07,2.27,35.0,5.9,18.2,19.8,3.78,no,iOS,Belem,9714,returning
8553,2022-11-07 00:07:25,2022-11-07 00:47:37,delivered,,12.47,1.54,23.0,6.3,15.5,18.4,2.57,no,Android,Belem,11320,new
7952,2022-11-07 00:07:26,2022-11-07 00:35:20,delivered,,24.76,1.04,17.0,3.8,17.2,6.9,1.73,no,iOS,Baixa,2581,returning
7727,2022-11-07 00:07:31,2022-11-07 00:58:19,delivered,,10.0,6.01,62.0,2.9,18.3,29.6,10.02,no,iOS,Belem,15147,new
7701,2022-11-07 00:08:16,2022-11-07 00:51:34,delivered,,25.97,2.41,33.0,5.9,17.5,19.9,4.02,no,iOS,Belem,19712,returning
8042,2022-11-07 00:10:05,2022-11-07 00:41:17,delivered,,36.12,1.04,15.0,3.0,21.1,7.1,1.73,yes,Android,Parque das Nacoes,2962,new
7640,2022-11-07 00:10:51,2022-11-07 00:58:03,delivered,,24.94,5.18,56.0,4.1,11.4,31.7,8.64,no,iOS,Alfama,18463,returning
8024,2022-11-07 00:11:46,2022-11-07 00:59:52,delivered,,31.55,1.74,32.0,5.3,20.4,22.4,2.9,yes,iOS,Baixa,5186,returning
8225,2022-11-07 00:16:37,2022-11-07 01:01:37,delivered,,36.34,3.75,46.0,6.4,14.9,23.7,6.25,no,iOS,Baixa,3531,returning
8309,2022-11-07 00:17:08,2022-11-07 00:53:44,delivered,,24.0,2.16,29.0,4.9,25.3,6.4,3.6,no,iOS,Alfama,3886,returning
8316,2022-11-07 00:17:45,,cancelled,Cancelled by user,28.91,2.39,32.0,5.5,18.0,29.9,3.99,no,iOS,Baixa,10649,returning
8153,2022-11-07 00:20:15,2022-11-07 00:40:15,delivered,,19.2,1.1,21.0,4.5,10.5,5.0,1.84,no,Android,Alfama,7441,new
8442,2022-11-07 00:20:18,2022-11-07 01:11:54,delivered,,11.1,2.39,33.0,5.6,25.1,20.9,3.98,no,iOS,Baixa,18124,returning
7983,2022-11-07 00:21:35,2022-11-07 01:14:41,delivered,,34.08,4.72,56.0,4.4,13.9,34.8,7.86,no,iOS,Baixa,9170,returning
7756,2022-11-07 00:22:46,2022-11-07 00:52:52,delivered,,15.92,1.03,22.0,4.2,12.7,13.2,1.71,no,iOS,Alfama,3259,returning
8131,2022-11-07 00:27:11,2022-11-07 01:14:59,delivered,,25.11,1.76,21.0,5.1,22.1,20.6,2.93,no,Android,Alfama,4869,new
8264,2022-11-07 00:30:32,,cancelled,Cancelled by user,30.18,5.65,58.0,5.2,12.3,38.1,9.42,no,iOS,Alfama,13307,returning
8109,2022-11-07 00:31:24,2022-11-07 01:12:24,delivered,,38.05,3.81,41.0,2.5,18.9,19.6,6.35,no,iOS,Alfama,4128,returning
7647,2022-11-07 00:32:09,2022-11-07 01:07:33,delivered,,22.95,1.02,17.0,5.9,22.9,6.6,1.7,no,iOS,Baixa,9252,returning
7732,2022-11-07 00:32:14,2022-11-07 01:01:08,delivered,,26.55,1.7,25.0,6.7,14.2,8.0,2.84,no,Android,Parque das Nacoes,10038,returning
8396,2022-11-07 00:34:26,2022-11-07 01:04:02,delivered,,34.24,0.87,26.0,3.3,10.9,15.4,1.45,no,iOS,Belem,9186,returning
7669,2022-11-07 00:34:41,2022-11-07 01:12:47,delivered,,28.79,1.91,26.0,5.6,19.8,12.7,3.19,no,Android,Belem,9256,returning
7717,2022-11-07 00:42:00,2022-11-07 01:22:30,delivered,,10.0,2.08,34.0,7.1,16.1,17.3,3.46,no,iOS,Alfama,5805,returning
7911,2022-11-07 00:44:33,2022-11-07 01:41:21,delivered,,12.65,4.73,50.0,6.2,10.3,40.3,7.89,no,iOS,Alfama,16383,returning
7765,2022-11-07 00:45:47,2022-11-07 01:23:59,delivered,,24.31,1.88,30.0,5.6,20.5,12.1,3.13,no,iOS,Baixa,18745,returning
7891,2022-11-07 00:46:08,2022-11-07 01:30:50,delivered,,26.11,2.0,23.0,6.3,17.0,21.4,3.33,no,iOS,Parque das Nacoes,19342,returning
8145,2022-11-07 00:46:44,2022-11-07 01:06:32,delivered,,24.72,1.42,25.0,3.2,11.0,5.6,2.36,no,Android,Belem,1455,returning
8364,2022-11-07 00:51:35,,cancelled,Cancelled by user,35.08,5.62,71.0,5.1,13.8,35.2,9.37,no,iOS,Alfama,13326,returning
7687,2022-11-07 00:52:28,2022-11-07 01:31:58,delivered,,10.0,2.93,43.0,5.4,17.8,16.3,4.88,no,Android,Alfama,7565,returning
8141,2022-11-07 00:52:38,2022-11-07 01:20:32,delivered,,28.08,0.33,8.0,6.2,13.6,8.1,0.55,no,iOS,Alfama,17470,returning
7945,2022-11-07 00:53:09,2022-11-07 02:13:15,delivered,,28.26,10.13,90.0,3.1,17.0,60.0,16.88,yes,Android,Belem,3028,returning
7862,2022-11-07 00:54:00,2022-11-07 01:44:18,delivered,,27.41,4.01,44.0,5.2,22.6,22.5,6.69,no,Android,Baixa,13619,returning
7612,2022-11-07 00:55:40,,cancelled,Cancelled by user,19.04,2.83,35.0,6.6,13.1,19.4,4.71,no,Android,Alfama,12216,returning
7847,2022-11-07 00:55:44,,cancelled,Cancelled by user,18.42,1.14,29.0,5.2,12.3,5.0,1.9,no,Android,Alfama,8231,returning
8595,2022-11-07 00:55:46,2022-11-07 01:21:04,delivered,,30.76,1.08,21.0,4.7,12.1,8.5,1.8,no,iOS,Belem,8191,returning
8454,2022-11-07 00:56:31,2022-11-07 01:45:19,delivered,,23.76,2.92,37.0,5.9,17.1,25.8,4.86,no,iOS,Parque das Nacoes,11609,new
8234,2022-11-07 00:57:28,2022-11-07 01:36:58,delivered,,18.08,1.09,17.0,4.1,19.4,16.0,1.81,no,iOS,Baixa,3672,returning
8265,2022-11-07 00:57:47,2022-11-07 01:41:35,delivered,,11.88,3.11,42.0,5.1,16.2,22.5,5.18,no,iOS,Baixa,13921,returning
8563,2022-11-07 00:57:52,2022-11-07 01:40:46,delivered,,25.57,1.96,37.0,6.1,14.9,21.9,3.27,no,iOS,Alfama,3186,returning
8650,2022-11-07 00:59:11,2022-11-07 01:37:29,delivered,,29.55,1.67,25.0,4.8,13.4,20.1,2.79,no,Android,Belem,18074,returning
8616,2022-11-07 01:02:25,2022-11-07 01:46:19,delivered,,17.77,5.02,59.0,6.1,14.6,23.2,8.37,no,iOS,Alfama,3927,returning
7607,2022-11-07 01:04:02,2022-11-07 01:42:38,delivered,,21.31,2.44,30.0,7.0,13.7,17.9,4.06,no,iOS,Alfama,12665,returning
7962,2022-11-07 01:05:49,,cancelled,Cancelled by user,15.86,1.28,19.0,4.9,17.0,5.0,2.13,no,iOS,Belem,5660,returning
8496,2022-11-07 01:07:09,2022-11-07 01:38:21,delivered,,27.28,1.37,20.0,3.5,18.7,9.0,2.28,no,Android,Alfama,9040,returning
8227,2022-11-07 01:08:20,2022-11-07 01:40:38,delivered,,24.01,2.06,28.0,4.7,14.2,13.4,3.43,no,iOS,Parque das Nacoes,2773,returning
8619,2022-11-07 01:08:34,2022-11-07 01:37:04,delivered,,28.96,0.41,11.0,5.5,15.5,7.5,0.69,no,iOS,Alfama,11521,returning
8524,2022-11-07 01:09:09,2022-11-07 01:40:33,delivered,,14.92,1.34,26.0,5.4,20.3,5.7,2.24,no,iOS,Parque das Nacoes,9875,returning
7785,2022-11-07 01:11:01,2022-11-07 01:52:19,delivered,,10.0,2.06,33.0,5.9,19.2,16.2,3.43,no,iOS,Belem,17545,returning
7925,2022-11-07 01:11:49,2022-11-07 01:48:13,delivered,,23.23,3.22,43.0,4.1,12.0,20.3,5.37,no,Android,Parque das Nacoes,14058,returning
8636,2022-11-07 01:13:09,2022-11-07 02:00:39,delivered,,25.37,2.43,28.0,5.2,20.6,21.7,4.05,no,iOS,Parque das Nacoes,10255,returning
7670,2022-11-07 01:14:33,2022-11-07 01:56:15,delivered,,26.34,1.61,25.0,3.3,24.1,14.3,2.69,yes,iOS,Baixa,12879,returning
7899,2022-11-07 01:14:56,2022-11-07 02:06:02,delivered,,14.05,4.91,60.0,7.0,11.7,32.4,8.18,no,Android,Parque das Nacoes,17096,returning
7604,2022-11-07 01:18:05,2022-11-07 01:51:35,delivered,,20.19,2.31,37.0,4.9,14.4,14.2,3.85,no,iOS,Belem,11884,returning
8574,2022-11-07 01:19:18,2022-11-07 01:43:54,delivered,,32.51,0.81,16.0,4.9,13.8,5.9,1.35,no,iOS,Alfama,13544,returning
7968,2022-11-07 01:19:37,2022-11-07 01:46:07,delivered,,31.56,2.29,33.0,6.1,6.7,13.7,3.82,no,Android,Baixa,11025,returning
8286,2022-11-07 01:20:49,2022-11-07 02:12:55,delivered,,16.38,4.76,58.0,4.7,14.6,32.8,7.93,no,iOS,Belem,12035,returning
8126,2022-11-07 01:22:10,2022-11-07 01:43:46,delivered,,11.15,1.82,19.0,3.5,8.9,9.2,3.03,yes,iOS,Baixa,13095,returning
7738,2022-11-07 01:22:29,2022-11-07 02:42:35,delivered,,30.59,8.98,90.0,6.4,13.7,60.0,14.97,no,Android,Alfama,7353,returning
8140,2022-11-07 01:23:04,2022-11-07 02:13:28,delivered,,16.58,4.24,48.0,4.1,13.0,33.3,7.06,yes,iOS,Belem,9757,returning
8044,2022-11-07 01:26:08,2022-11-07 02:02:56,delivered,,30.47,2.6,30.0,5.2,15.6,16.0,4.33,no,Android,Alfama,9122,returning
7859,2022-11-07 01:28:33,2022-11-07 01:52:51,delivered,,22.1,1.0,16.0,6.6,12.7,5.0,1.66,no,Android,Alfama,16988,new
8605,2022-11-07 01:30:16,,cancelled,No courier available,21.67,4.39,54.0,4.5,17.1,21.6,7.31,yes,Android,Baixa,5584,new
7907,2022-11-07 01:30:57,,cancelled,No courier available,19.03,1.55,22.0,5.6,13.1,13.8,2.59,no,iOS,Baixa,16694,returning
8345,2022-11-07 01:31:05,2022-11-07 02:06:59,delivered,,40.45,1.01,16.0,6.1,13.6,16.2,1.68,no,iOS,Parque das Nacoes,11844,returning
8483,2022-11-07 01:32:08,2022-11-07 02:08:56,delivered,,32.2,1.36,22.0,5.0,17.5,14.3,2.26,no,Android,Alfama,15219,returning
8322,2022-11-07 01:32:09,2022-11-07 02:14:15,delivered,,34.06,2.44,33.0,4.7,20.0,17.4,4.07,no,iOS,Baixa,3124,returning
8648,2022-11-07 01:32:24,2022-11-07 01:58:12,delivered,,35.96,1.42,23.0,6.1,13.1,6.6,2.36,no,iOS,Alfama,12060,returning
7712,2022-11-07 01:34:02,2022-11-07 01:55:38,delivered,,19.79,0.54,16.0,3.7,12.9,5.0,0.9,no,Android,Belem,14877,returning
7718,2022-11-07 01:39:05,2022-11-07 02:24:47,delivered,,28.03,3.68,35.0,3.7,11.3,30.7,6.14,yes,Android,Parque das Nacoes,2718,returning
7828,2022-11-07 01:41:32,2022-11-07 02:10:56,delivered,,22.54,1.49,23.0,4.8,19.6,5.0,2.48,no,iOS,Alfama,19826,returning
8148,2022-11-07 01:41:40,2022-11-07 02:14:40,delivered,,13.87,1.96,26.0,5.1,11.3,16.6,3.27,no,iOS,Baixa,1501,returning
8005,2022-11-07 01:42:41,2022-11-07 02:23:59,delivered,,19.5,1.6,27.0,3.7,15.5,22.1,2.66,no,iOS,Parque das Nacoes,13517,new
7884,2022-11-07 01:42:53,2022-11-07 02:19:05,delivered,,23.84,1.82,22.0,5.0,18.5,12.7,3.03,no,iOS,Belem,15841,returning
8431,2022-11-07 01:43:29,2022-11-07 02:17:59,delivered,,41.29,1.95,29.0,6.1,15.5,12.9,3.25,no,iOS,Baixa,14390,returning
7943,2022-11-07 01:44:23,2022-11-07 02:18:17,delivered,,27.87,1.55,29.0,3.0,9.1,21.8,2.58,no,Android,Parque das Nacoes,9510,returning
8007,2022-11-07 01:45:38,2022-11-07 02:26:14,delivered,,44.86,1.92,21.0,5.3,11.5,23.8,3.2,no,Android,Parque das Nacoes,11603,returning
7808,2022-11-07 01:46:34,2022-11-07 02:29:52,delivered,,30.07,2.25,34.0,2.4,23.7,17.2,3.75,no,iOS,Belem,15458,returning
7768,2022-11-07 01:48:19,2022-11-07 02:24:13,delivered,,27.77,0.76,16.0,3.6,20.6,11.7,1.26,no,Android,Baixa,19613,returning
8230,2022-11-07 01:49:25,2022-11-07 02:29:43,delivered,,10.95,1.23,26.0,5.0,17.4,17.9,2.05,no,Android,Parque das Nacoes,14369,returning
8139,2022-11-07 01:51:31,2022-11-07 02:13:31,delivered,,39.6,0.92,16.0,4.2,12.8,5.0,1.54,yes,Android,Baixa,7057,returning
8562,2022-11-07 01:51:41,2022-11-07 02:30:59,delivered,,31.08,2.74,36.0,6.2,18.0,15.1,4.56,no,iOS,Belem,10848,returning
8550,2022-11-07 01:52:51,2022-11-07 02:33:39,delivered,,23.46,0.93,15.0,6.3,17.5,17.0,1.55,no,iOS,Parque das Nacoes,14684,returning
8018,2022-11-07 01:58:13,2022-11-07 02:36:19,delivered,,24.68,1.71,24.0,5.2,13.3,19.6,2.85,no,Android,Belem,8799,returning
8327,2022-11-07 01:58:21,2022-11-07 02:32:33,delivered,,25.04,1.37,26.0,4.7,16.5,13.0,2.28,yes,iOS,Belem,14011,returning
7661,2022-11-07 01:59:50,2022-11-07 02:51:02,delivered,,34.98,1.97,39.0,5.9,20.8,24.5,3.28,no,iOS,Belem,9435,returning
8291,2022-11-07 02:00:50,2022-11-07 02:38:08,delivered,,15.17,1.51,26.0,5.4,19.1,12.8,2.52,no,iOS,Parque das Nacoes,16683,returning
7798,2022-11-07 02:01:06,2022-11-07 02:28:12,delivered,,25.84,0.99,28.0,5.4,12.9,8.8,1.65,yes,iOS,Alfama,15552,returning
8618,2022-11-07 02:01:22,2022-11-07 02:39:28,delivered,,24.69,1.99,26.0,6.0,13.4,18.7,3.32,no,iOS,Parque das Nacoes,9469,returning
8558,2022-11-07 02:04:21,2022-11-07 02:40:51,delivered,,31.07,2.33,33.0,5.3,13.3,17.9,3.88,no,Android,Belem,17597,new
8068,2022-11-07 02:10:13,2022-11-07 02:58:43,delivered,,17.04,2.74,39.0,6.8,13.2,28.5,4.57,no,iOS,Alfama,2786,returning
8333,2022-11-07 02:10:59,2022-11-07 02:41:35,delivered,,16.91,1.03,25.0,6.0,18.2,6.4,1.71,no,iOS,Alfama,19973,new
7837,2022-11-07 02:14:08,2022-11-07 02:53:08,delivered,,37.11,2.74,34.0,5.8,11.6,21.6,4.56,no,iOS,Alfama,9021,returning
8104,2022-11-07 02:14:57,2022-11-07 03:09:21,delivered,,37.76,5.64,65.0,4.9,15.3,34.2,9.4,no,iOS,Parque das Nacoes,1707,new
7605,2022-11-07 02:15:18,2022-11-07 02:42:00,delivered,,19.37,1.88,30.0,3.4,7.7,15.6,3.13,no,iOS,Alfama,19037,returning
7824,2022-11-07 02:17:02,2022-11-07 02:56:32,delivered,,33.94,1.96,20.0,6.1,14.2,19.2,3.26,no,Android,Alfama,9637,returning
7831,2022-11-07 02:18:44,2022-11-07 03:11:20,delivered,,22.21,3.7,50.0,6.0,12.9,33.7,6.17,no,iOS,Belem,5774,returning
7725,2022-11-07 02:21:12,2022-11-07 03:37:30,delivered,,42.55,8.0,88.0,5.5,19.9,50.9,13.33,yes,Android,Parque das Nacoes,13620,returning
7748,2022-11-07 02:22:00,2022-11-07 02:55:06,delivered,,23.37,2.35,30.0,5.2,14.4,13.5,3.92,no,iOS,Baixa,9719,returning
8117,2022-11-07 02:24:30,2022-11-07 03:09:00,delivered,,27.44,1.76,26.0,3.8,24.4,16.3,2.93,no,iOS,Belem,11937,returning
8361,2022-11-07 02:25:16,2022-11-07 03:01:22,delivered,,19.99,2.06,25.0,5.4,12.5,18.2,3.43,no,iOS,Baixa,11481,returning
8038,2022-11-07 02:25:41,2022-11-07 03:00:23,delivered,,51.25,0.0,20.0,6.2,17.9,10.6,1.53,no,iOS,Belem,1929,returning
7982,2022-11-07 02:29:09,2022-11-07 02:55:39,delivered,,27.43,1.06,23.0,5.8,11.6,9.1,1.76,no,iOS,Alfama,2413,new
8314,2022-11-07 02:29:44,2022-11-07 03:00:50,delivered,,29.89,1.84,28.0,5.6,15.2,10.3,3.06,no,Android,Baixa,3434,returning
8438,2022-11-07 02:33:33,2022-11-07 03:28:09,delivered,,22.43,5.35,61.0,6.4,11.1,37.1,8.91,no,iOS,Belem,17310,returning
8315,2022-11-07 02:35:52,2022-11-07 03:20:46,delivered,,17.81,1.96,29.0,4.1,20.2,20.6,3.26,no,iOS,Alfama,6736,returning
8547,2022-11-07 02:38:18,2022-11-07 03:27:30,delivered,,28.69,3.78,36.0,5.3,14.7,29.2,6.3,yes,iOS,Parque das Nacoes,13868,new
7852,2022-11-07 02:38:35,,cancelled,Cancelled by user,37.4,3.26,43.0,4.5,17.4,36.4,5.44,no,Android,Belem,3570,returning
7901,2022-11-07 02:40:02,2022-11-07 03:21:32,delivered,,23.3,1.04,18.0,4.0,18.3,19.2,1.73,no,iOS,Parque das Nacoes,10606,returning
8362,2022-11-07 02:40:38,2022-11-07 03:01:38,delivered,,36.52,1.22,17.0,4.3,10.6,6.1,2.03,no,Android,Baixa,1330,returning
8548,2022-11-07 02:40:44,2022-11-07 03:20:50,delivered,,17.73,2.03,34.0,5.5,16.7,17.9,3.38,yes,iOS,Alfama,1035,returning
7677,2022-11-07 02:42:40,2022-11-07 03:28:46,delivered,,23.8,3.92,52.0,3.2,16.5,26.4,6.53,no,Android,Alfama,18267,returning
7853,2022-11-07 02:42:47,2022-11-07 03:25:11,delivered,,23.98,3.09,40.0,5.1,17.4,19.9,5.15,no,iOS,Parque das Nacoes,10602,returning
8450,2022-11-07 02:43:23,2022-11-07 03:44:05,delivered,,10.94,5.54,69.0,4.7,17.1,38.9,9.23,no,Android,Alfama,11515,returning
8457,2022-11-07 02:44:27,2022-11-07 03:19:21,delivered,,27.93,2.92,42.0,4.4,12.9,17.6,4.87,no,iOS,Parque das Nacoes,4737,new
8342,2022-11-07 02:48:15,2022-11-07 03:26:45,delivered,,33.3,1.51,24.0,5.6,21.9,11.0,2.51,no,iOS,Baixa,18536,returning
8022,2022-11-07 02:49:11,2022-11-07 03:24:23,delivered,,32.79,3.08,40.0,3.5,10.1,21.6,5.14,no,Android,Belem,13476,returning
7656,2022-11-07 02:49:29,2022-11-07 03:30:35,delivered,,18.27,3.94,51.0,4.1,7.1,29.9,6.57,no,iOS,Parque das Nacoes,13604,returning
8459,2022-11-07 02:49:35,2022-11-07 03:21:47,delivered,,36.78,2.12,34.0,4.5,14.5,13.2,3.54,yes,Android,Alfama,1164,returning
8254,2022-11-07 02:49:58,2022-11-07 03:29:46,delivered,,18.25,3.33,45.0,4.5,16.6,18.7,5.55,no,Android,Baixa,16551,returning
7963,2022-11-07 02:50:58,2022-11-07 03:33:34,delivered,,28.91,1.09,25.0,4.5,21.6,16.5,1.82,no,Android,Parque das Nacoes,16227,returning
8100,2022-11-07 02:51:00,2022-11-07 03:24:06,delivered,,17.18,1.11,15.0,6.0,12.0,15.1,1.85,no,Android,Belem,2775,returning
7606,2022-11-07 02:52:18,,cancelled,Cancelled by user,25.81,2.73,36.0,5.4,14.3,21.6,4.55,no,iOS,Belem,9124,returning
8567,2022-11-07 02:55:18,2022-11-07 03:27:06,delivered,,10.0,1.84,24.0,4.0,11.9,15.9,3.07,no,iOS,Baixa,11680,returning
8014,2022-11-07 02:56:19,2022-11-07 04:06:13,delivered,,25.67,7.23,79.0,5.4,18.0,46.5,12.05,no,Android,Baixa,6637,returning
7938,2022-11-07 02:57:02,2022-11-07 03:17:56,delivered,,27.74,0.44,20.0,6.5,5.2,9.2,0.74,no,iOS,Belem,5756,returning
7801,2022-11-07 02:59:46,2022-11-07 03:33:40,delivered,,28.93,2.61,36.0,7.0,11.5,15.4,4.35,no,iOS,Alfama,4678,new
7810,2022-11-07 03:02:31,2022-11-07 03:40:37,delivered,,12.74,4.15,49.0,5.1,14.1,18.9,6.91,no,Android,Baixa,11420,new
8310,2022-11-07 03:04:33,2022-11-07 03:43:15,delivered,,18.79,1.3,22.0,5.5,15.5,17.7,2.17,no,iOS,Baixa,4685,returning
7829,2022-11-07 03:05:53,2022-11-07 03:44:23,delivered,,26.39,1.95,29.0,4.5,15.3,18.7,3.25,no,iOS,Alfama,15281,returning
7781,2022-11-07 03:06:40,2022-11-07 03:30:52,delivered,,32.58,0.95,20.0,6.6,9.4,8.2,1.59,no,iOS,Belem,10006,returning
8539,2022-11-07 03:09:25,2022-11-07 03:41:07,delivered,,24.0,1.91,26.0,4.1,12.9,14.7,3.18,no,iOS,Parque das Nacoes,3560,new
8569,2022-11-07 03:10:07,2022-11-07 03:46:01,delivered,,11.89,1.32,24.0,6.4,17.1,12.4,2.2,no,iOS,Baixa,19791,new
